Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-PL_27_czerwca_1924_r.-KW-1924-06-27_17	PressMint-PL_27_czerwca_1924_r.-KW-1924-06-27_17.ana.p1	1924-06-27	Kurjer Wileński, R. 1	Przegląd prasy	Drukarnia „Lux” Wilno		1		https://polona.pl/preview/3e8e5d51-5b84-4741-bb9c-e49db83813f5	Polish		
