Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-PL_9_pazdziernika_1924_r.-KW-1924-10-09_9	PressMint-PL_9_pazdziernika_1924_r.-KW-1924-10-09_9.ana.p1	1924-10-09	Kurjer Wileński, R. 1	Kurs instruktorski dla organizacji P. W.	Drukarnia „Zorza” Wilno		86		https://polona.pl/preview/dd76c891-405f-426e-b88e-ada9f423d9d6	Polish		
